POA_CODE_2016,Equal Weighted Score,Disabled Score,Indigenous Score,Senior's Score,Youth Score,Number of people under Median income,Number of Households with more than 3 people,Number of households with 1 or less cars,Number of people aged 14 and old with a disability,Number of people aged 55+,Number Of Immigrants arrived since 2011,Number of 15-24 Year Olds,Number of people who travel to work ONLY by Taxi,Total Indigenous Population,Single Parent Families with Children under 15,Total Population
2834,0.33333886,0.37970085,0.30996138,0.27855042,0.36514280,0.49529915,0.39254808,0.48585608,0.26410256,0.55710084,0.01958689,0.08686788,0.00000000,0.23679638,0.39242424,0.02189391
2835,0.21065981,0.17106997,0.17387711,0.20389176,0.29380039,0.23789839,0.52704889,0.29693189,0.10424155,0.33159373,0.03602524,0.11332240,0.07618979,0.12161198,0.21743132,0.03906616
2836,0.26378619,0.20861392,0.31954458,0.15201894,0.37496734,0.34652076,0.62920875,0.37992832,0.07070707,0.30403789,0.02469136,0.14421151,0.00000000,0.54341012,0.40488215,0.00831912
2838,0.36043815,0.34615385,0.47547617,0.15447212,0.46565046,0.69230769,0.62854251,0.42235863,0.00000000,0.30894424,0.00000000,0.11939300,0.00000000,0.78495247,0.61961722,0.00228589
2839,0.31498397,0.32268311,0.39272506,0.14828400,0.39624372,0.50411061,0.53181054,0.40893968,0.14125561,0.29656800,0.00411061,0.14011405,0.00000000,0.64534317,0.62094035,0.01250679
2840,0.23206326,0.16762523,0.22760046,0.23815782,0.29486955,0.23617811,0.50725881,0.32231731,0.09907236,0.31901693,0.01632653,0.11372397,0.15729870,0.32668672,0.32045033,0.02521969
2842,0.30436853,0.35595238,0.23204878,0.26042038,0.36905258,0.58809524,0.54761905,0.26359447,0.12380952,0.52084076,0.00000000,0.07690155,0.00000000,0.07063142,0.24292929,0.00587398
2843,0.25384738,0.27218992,0.18349919,0.24253320,0.31716720,0.42344961,0.49476744,0.24921230,0.12093023,0.48506640,0.00994832,0.10123945,0.00000000,0.04927774,0.25422833,0.01205711
2844,0.26445651,0.28914405,0.19679357,0.26507323,0.30681518,0.43632568,0.42614823,0.25631356,0.14196242,0.53014645,0.01148225,0.10847327,0.00000000,0.08110080,0.22822167,0.01343426
2845,0.27423453,0.28049242,0.18107044,0.30264107,0.33273416,0.39583333,0.57500000,0.24946237,0.16515152,0.39118114,0.00833333,0.11064096,0.21410101,0.06046478,0.30918274,0.01852129
2846,0.32166882,0.38727273,0.24409649,0.28673770,0.36856834,0.62181818,0.45477273,0.30193548,0.15272727,0.57347540,0.00000000,0.09574699,0.00000000,0.05008410,0.11925620,0.00254820
2847,0.26320490,0.28795380,0.19042177,0.24581183,0.32863221,0.38407591,0.53728342,0.28193868,0.19183168,0.49162366,0.00605061,0.11123082,0.00000000,0.07299163,0.22549130,0.02268086
2848,0.33227404,0.40402736,0.26511131,0.27562553,0.38433195,0.53996960,0.45615502,0.44004314,0.26808511,0.55125105,0.00000000,0.10116004,0.00000000,0.06504961,0.29904670,0.01538289
2849,0.27109573,0.29729948,0.19326817,0.28216974,0.31164553,0.43935964,0.46304981,0.26991612,0.15523933,0.56433947,0.00000000,0.07425656,0.00000000,0.04934149,0.15556274,0.01445542
2850,0.24026207,0.23016323,0.20320427,0.20840143,0.31927936,0.32413285,0.57731382,0.26667203,0.13619361,0.39277656,0.01381962,0.10899875,0.02402630,0.05674453,0.23420014,0.16526765
2852,0.24521088,0.25769122,0.18414763,0.21538026,0.32362441,0.38075078,0.54895216,0.25658955,0.13463167,0.43076052,0.00155236,0.10820517,0.00000000,0.06608613,0.24992302,0.03316408
2864,0.22112782,0.21175373,0.13788572,0.22541594,0.30945590,0.31902985,0.60611007,0.20919596,0.10447761,0.45083188,0.00000000,0.10348772,0.00000000,0.01581301,0.14956468,0.00750408
2865,0.22642686,0.22124277,0.15156377,0.22642815,0.30647273,0.33497110,0.56336705,0.23136304,0.10751445,0.45285630,0.00635838,0.09618975,0.00000000,0.03184538,0.12637940,0.00807555
2866,0.23318184,0.23977530,0.16079380,0.20724135,0.32491690,0.33018105,0.61627061,0.23403523,0.14936954,0.41448271,0.01126199,0.11918070,0.00000000,0.05001061,0.20852805,0.02894831
2867,0.26220751,0.29173588,0.18100454,0.25246270,0.32362692,0.43397010,0.56592608,0.22987890,0.14950166,0.50492539,0.02740864,0.06473260,0.00000000,0.05455750,0.16343250,0.00561166
2868,0.27763127,0.33416411,0.20277451,0.24187996,0.33170650,0.41526074,0.51591258,0.29388482,0.25306748,0.48375993,0.00000000,0.10176788,0.00000000,0.09587241,0.30179866,0.00608008
2869,0.31420680,0.36067978,0.27084983,0.26156142,0.36373616,0.50810904,0.48809524,0.35116543,0.21325052,0.52312283,0.00885668,0.10757494,0.00000000,0.21057816,0.26405358,0.01354668
2870,0.27802624,0.25148439,0.21565430,0.30385044,0.34111582,0.33331257,0.57550137,0.31877140,0.16965620,0.39648015,0.02146653,0.13687796,0.21122073,0.09774728,0.30048429,0.11278597
2871,0.26663162,0.25728688,0.21428230,0.26989722,0.32506009,0.36022569,0.52539710,0.29080909,0.15434806,0.43777069,0.01098157,0.12380846,0.10202375,0.11853750,0.25607746,0.08755691
2873,0.21054667,0.18471480,0.15083146,0.26297892,0.24366150,0.26247772,0.38435829,0.28462998,0.10695187,0.52595783,0.00000000,0.04318001,0.00000000,0.05099060,0.00000000,0.00522756
2874,0.25610294,0.28301887,0.16764173,0.27446125,0.29928990,0.40330189,0.50854953,0.20085210,0.16273585,0.54892251,0.00000000,0.08445607,0.00000000,0.06246883,0.07734777,0.00394409
2875,0.25220549,0.27736382,0.17846676,0.25423338,0.29875801,0.37589928,0.48753854,0.23850413,0.17882837,0.50846676,0.01695786,0.09309008,0.00000000,0.09037628,0.21346819,0.00908733
2876,0.23375775,0.25445368,0.15336489,0.22355039,0.30366206,0.39489311,0.54290380,0.15676960,0.11401425,0.44710078,0.00000000,0.12008173,0.00000000,0.05788086,0.28562945,0.00391598
2877,0.26204700,0.26635334,0.23768551,0.20127058,0.34287857,0.37432398,0.56752189,0.30923878,0.15838269,0.40254116,0.02455146,0.12042964,0.00000000,0.23082997,0.30405263,0.03634933
2878,0.17224065,0.13340054,0.14288193,0.18290966,0.22977047,0.24260753,0.40574597,0.16597294,0.02419355,0.36581932,0.00000000,0.10475544,0.00000000,0.15949031,0.08815982,0.00345693
2879,0.32329340,0.33914577,0.32721652,0.24818440,0.37862691,0.51371473,0.45963950,0.43715239,0.16457680,0.49636880,0.00000000,0.10400104,0.00000000,0.35205005,0.23988316,0.00594892
2880,0.30195890,0.31214434,0.27230382,0.25862870,0.36475874,0.40285073,0.51629186,0.42624913,0.22143795,0.46506763,0.01454549,0.11364323,0.05218976,0.08892696,0.36547061,0.17118847
2898,0.20958743,0.12074607,0.19311196,0.20642112,0.31807057,0.18651832,0.42899215,0.57405844,0.05497382,0.41284224,0.04319372,0.08271336,0.00000000,0.00832046,0.08585198,0.00355062
3000,0.27786335,0.13089533,0.36663417,0.12422514,0.48969877,0.24290981,0.42119980,0.86602136,0.01888084,0.07542172,0.91775291,0.42866411,0.17302857,0.00186925,0.04116524,0.35573626
3002,0.23892073,0.08637188,0.19139340,0.38904392,0.28887371,0.06698227,0.34837077,0.64805958,0.10576148,0.39379291,0.14292909,0.09208221,0.38429492,0.00405519,0.05065105,0.04647655
3003,0.20037201,0.08152765,0.21124787,0.14285949,0.36585303,0.13694470,0.47152085,0.64392127,0.02611061,0.11276885,0.45741916,0.21102531,0.17295014,0.01248697,0.06541251,0.05163853
3004,0.24058685,0.10410175,0.24582128,0.27737543,0.33504892,0.14341356,0.32481600,0.74986223,0.06478994,0.32700831,0.33310053,0.12210390,0.22774256,0.00284590,0.07987146,0.08716344
3005,0.13697625,0.01357143,0.14892995,0.08357677,0.30182686,0.02714286,0.46000000,0.56368664,0.00000000,0.16715354,0.30031746,0.15647793,0.00000000,0.00000000,0.06246753,0.00489030
3006,0.24445355,0.08727669,0.28475811,0.21292135,0.39285804,0.15254147,0.38520842,0.80800895,0.02201191,0.14410088,0.53914115,0.22567332,0.28174181,0.00230957,0.06626049,0.17617245
3008,0.22159123,0.09951375,0.25754278,0.13168427,0.39762411,0.17430775,0.46484263,0.75577891,0.02471975,0.16182596,0.63131168,0.19556714,0.10154259,0.00233476,0.06284460,0.09774971
3010,0.06674387,0.00376648,0.01154970,0.01357247,0.23808684,0.00000000,0.00812147,0.00935545,0.00753296,0.02714494,0.36137267,0.93487044,0.00000000,0.02194762,0.00000000,0.01489573
3011,0.25869055,0.19365623,0.25620530,0.19829685,0.38660382,0.23858447,0.57608506,0.57883251,0.14872798,0.22376265,0.26540708,0.15291323,0.17283105,0.00636808,0.14058251,0.20103614
3012,0.24816409,0.20129382,0.24031188,0.17770282,0.37334782,0.27003004,0.65709132,0.43887307,0.13255761,0.23450671,0.19157350,0.12739687,0.12089893,0.00600278,0.19454297,0.24634165
3013,0.22283567,0.15462746,0.18625472,0.20471404,0.34574645,0.18155697,0.68498580,0.41812401,0.12769796,0.24654535,0.07975276,0.09831901,0.16288273,0.00516815,0.14317650,0.14016976
3015,0.20929516,0.14468149,0.17507804,0.18302070,0.33440039,0.17208963,0.70566836,0.36020028,0.11727335,0.26292442,0.07890720,0.09964328,0.10311699,0.00436595,0.15329072,0.16365629
3016,0.21589641,0.13125803,0.16461845,0.23564400,0.33206516,0.15782455,0.69121947,0.34973049,0.10469152,0.36912218,0.06503856,0.12948611,0.10216581,0.00517480,0.16580393,0.14574394
3018,0.25142418,0.20173970,0.20370146,0.25172565,0.34852991,0.26091497,0.60971117,0.42986686,0.14256443,0.40322592,0.10027058,0.09362665,0.10022539,0.00517671,0.16799626,0.11884731
3019,0.28535174,0.30148178,0.22179007,0.19924167,0.41889343,0.43754758,0.71007341,0.35865916,0.16541599,0.26017338,0.29090085,0.16929358,0.13830995,0.00483935,0.28771071,0.08611418
3020,0.30871175,0.31487674,0.29648564,0.22194956,0.40153505,0.42798048,0.70037319,0.33364331,0.20177299,0.31847341,0.24734832,0.14414322,0.12542572,0.00480255,0.26534369,0.41951622
3021,0.33277218,0.34807671,0.32483740,0.24598126,0.41219334,0.48550959,0.70953203,0.30172847,0.21064383,0.34333121,0.20548923,0.15200326,0.14863132,0.00445756,0.31651054,0.50765397
3022,0.26603644,0.30426200,0.18434880,0.21435854,0.36117643,0.34748630,0.62540284,0.35403824,0.26103771,0.32625494,0.18965517,0.11777836,0.10246213,0.00682869,0.25717780,0.02904199
3023,0.24716882,0.20009340,0.27038732,0.16838821,0.34980635,0.28876305,0.78387029,0.18780293,0.11142375,0.21252674,0.13334740,0.13878913,0.12424967,0.00569715,0.24795329,0.59928613
3024,0.22025413,0.19491383,0.19154116,0.13641091,0.35815060,0.28680448,0.77863328,0.24156825,0.10302319,0.17950219,0.12384167,0.12559641,0.09331964,0.01439342,0.34974117,0.22339847
3025,0.28868234,0.31686142,0.21150165,0.25813918,0.36822709,0.36586570,0.63275078,0.36231392,0.26785714,0.38546039,0.09414088,0.11197796,0.13081797,0.00401051,0.18981350,0.11381649
3026,0.19774142,0.06164384,0.21890014,0.27004407,0.24037763,0.00000000,0.00000000,0.87494476,0.12328767,0.54008814,0.07534247,0.08656577,0.00000000,0.00000000,0.00000000,0.00065579
3027,0.17819220,0.12014746,0.11708229,0.12805216,0.34748691,0.20012037,0.88053905,0.20406162,0.04017454,0.09663998,0.29544087,0.10522660,0.15946434,0.00191298,0.18258077,0.06223417
3028,0.26492034,0.24739307,0.23272208,0.20380146,0.37576477,0.33297661,0.72128523,0.31650043,0.16180953,0.31324039,0.15708366,0.13229682,0.09436252,0.00787320,0.21862888,0.27353806
3029,0.26649944,0.18851517,0.34826407,0.17346428,0.35575423,0.28838744,0.78602714,0.21686896,0.08864290,0.19013005,0.20846727,0.13173338,0.15679851,0.00766834,0.22259253,0.88013153
3030,0.26044625,0.18191436,0.36335275,0.14426715,0.35225076,0.26029278,0.78122227,0.24547553,0.10353593,0.21563628,0.19264868,0.12201243,0.07289803,0.00790012,0.23005062,0.93974256
3031,0.25055535,0.17757407,0.25253591,0.19000415,0.38210727,0.23146349,0.56736684,0.59995718,0.12368464,0.22559354,0.14968611,0.12964155,0.15441476,0.00514556,0.21591093,0.17357741
3032,0.23071853,0.15660441,0.23375686,0.17105646,0.36145638,0.21612903,0.64475170,0.43867463,0.09707980,0.24494960,0.18327108,0.14627018,0.09716333,0.00435301,0.16035808,0.27587079
3033,0.25666117,0.25176554,0.18067972,0.24205401,0.35214541,0.32039755,0.71043045,0.26447879,0.18313353,0.42569269,0.05090487,0.11327487,0.05841532,0.00189791,0.16720846,0.13594461
3034,0.29649476,0.31360139,0.19722712,0.30608038,0.36907013,0.37524714,0.69286190,0.30142836,0.25195564,0.46639612,0.07942921,0.10674311,0.14576464,0.00327869,0.14753679,0.10895430
3036,0.21568180,0.18645570,0.12853318,0.21980492,0.32793338,0.25493671,0.71765823,0.19870968,0.11797468,0.43960984,0.01856540,0.14042891,0.00000000,0.00500678,0.15313771,0.05547957
3037,0.23370783,0.19481967,0.22868581,0.15940096,0.35192491,0.25962272,0.82287777,0.17263661,0.13001662,0.21935826,0.09665722,0.15256254,0.09944365,0.00327234,0.19553540,0.47921156
3038,0.24793236,0.23119635,0.18218932,0.22260492,0.35573883,0.29776796,0.79061973,0.17149713,0.16462475,0.37134806,0.05292471,0.16307051,0.07386179,0.00411943,0.15678750,0.25537277
3039,0.22683393,0.16042105,0.18806158,0.20893343,0.34991965,0.17200000,0.65580263,0.44194228,0.14884211,0.32862055,0.11939181,0.12993370,0.08924632,0.00483268,0.10663317,0.13347136
3040,0.22418308,0.13770917,0.19504573,0.22451243,0.33946502,0.16391309,0.67823440,0.36988816,0.11150524,0.32643849,0.09853743,0.14582440,0.12258637,0.00343135,0.12855508,0.24295029
3041,0.20266191,0.14722647,0.14875119,0.18607947,0.32859051,0.18254512,0.70114607,0.29091514,0.11190783,0.34654341,0.07178537,0.13975573,0.02561553,0.00529224,0.11097398,0.11625227
3042,0.24958965,0.22361411,0.19354977,0.23216219,0.34903253,0.28320436,0.66741723,0.33975930,0.16402385,0.38365965,0.05221151,0.10574922,0.08066472,0.00356159,0.17126469,0.14767383
3043,0.26905626,0.26421737,0.20859746,0.24198801,0.36142221,0.34453319,0.66454758,0.31990765,0.18390156,0.40022573,0.07502634,0.11670042,0.08375028,0.00400681,0.21905596,0.16594218
3044,0.24379667,0.19907988,0.21669876,0.20765231,0.35175573,0.23087845,0.67941437,0.37601178,0.16728131,0.30196121,0.10783916,0.12071832,0.11334341,0.00589984,0.15682539,0.25400498
3045,0.03881216,0.00000000,0.00023655,0.09171782,0.06329428,0.00000000,0.00000000,0.00000000,0.00000000,0.18343564,0.00000000,0.25317712,0.00000000,0.00000000,0.00000000,0.00094621
3046,0.28457322,0.26956669,0.25996727,0.23006274,0.37869618,0.33216393,0.67251857,0.38351707,0.20696944,0.31389468,0.20237012,0.12658514,0.14623081,0.00510094,0.18260883,0.31908714
3047,0.30319163,0.35426733,0.24731451,0.20287041,0.40831427,0.47129599,0.69031359,0.31187374,0.23723867,0.25870835,0.24996412,0.15977375,0.14703248,0.01028908,0.28554622,0.19579922
3048,0.30488271,0.37455627,0.22167654,0.21514046,0.40815755,0.47555328,0.75203838,0.23369875,0.27355927,0.25981001,0.16402278,0.17133979,0.17047091,0.00857967,0.27952566,0.16887448
3049,0.23891296,0.21634096,0.15575529,0.23283938,0.35071620,0.29437487,0.72402694,0.23538426,0.13830706,0.35125423,0.04869359,0.14907874,0.11442453,0.00652018,0.23133625,0.08674186
3050,0.09327004,0.19230769,0.00026700,0.14674851,0.03375695,0.00000000,0.00000000,0.00000000,0.38461538,0.29349703,0.07834758,0.13502780,0.00000000,0.00000000,0.00000000,0.00106800
3051,0.25826636,0.13831158,0.25603175,0.23063469,0.40808742,0.21015730,0.46992972,0.67048841,0.06646586,0.17042735,0.40912539,0.28177428,0.29084203,0.00354575,0.17048953,0.13993555
3052,0.21830603,0.12256322,0.17893041,0.22201736,0.34971311,0.13764489,0.45291096,0.52085387,0.10748156,0.27652155,0.33260157,0.28744274,0.16751317,0.00390743,0.06335616,0.05331547
3053,0.25462758,0.15103183,0.30088390,0.09915027,0.46744432,0.22680065,0.36552131,0.79900450,0.07526302,0.12968657,0.76142433,0.47845081,0.06861397,0.00411556,0.10852196,0.17361488
3054,0.21455030,0.09698327,0.19603995,0.19569518,0.36948278,0.11779188,0.62425842,0.58429658,0.07617466,0.29079236,0.12029347,0.15158425,0.10059801,0.00314271,0.12322291,0.07892863
3055,0.25225638,0.18330214,0.23436870,0.21058904,0.38076566,0.22040751,0.58813740,0.57936022,0.14619677,0.26399324,0.16534831,0.13515750,0.15718483,0.00508822,0.13742945,0.13261884
3056,0.24299562,0.15672374,0.25743667,0.17855147,0.37927059,0.17934050,0.57287368,0.61549067,0.13410698,0.23151882,0.17851646,0.14937750,0.12558411,0.00567118,0.09514474,0.22924435
3057,0.24054370,0.14183110,0.24002482,0.19501377,0.38530510,0.18456624,0.55780598,0.66069586,0.09909597,0.19656613,0.19378767,0.13815231,0.19346140,0.00709139,0.12733516,0.10774578
3058,0.25776833,0.21768237,0.25164628,0.18719918,0.37454550,0.24538901,0.68968337,0.43957224,0.18997572,0.29282218,0.13265044,0.12353737,0.08157617,0.00520671,0.13139671,0.31641716
3059,0.20312735,0.17209524,0.11782194,0.18955889,0.33303332,0.22450860,0.83930072,0.09760015,0.11968188,0.26947857,0.05452821,0.17072382,0.10963921,0.00431571,0.13783167,0.14486332
3060,0.30656584,0.33816670,0.22526854,0.26562568,0.39720245,0.41570533,0.69771416,0.35036627,0.26062807,0.32748720,0.20457405,0.12502403,0.20376415,0.00347046,0.16658898,0.13153211
3061,0.30794106,0.40837619,0.21297084,0.20727304,0.40314417,0.51295491,0.66785750,0.28844682,0.30379747,0.35166238,0.15084388,0.14331748,0.06288370,0.00314321,0.19026899,0.04733844
3063,0.17080292,0.15510471,0.06758530,0.17201760,0.28850408,0.17408377,0.77519634,0.06688059,0.13612565,0.34403520,0.02879581,0.13785561,0.00000000,0.02403687,0.13354752,0.00533998
3064,0.26849418,0.23231112,0.30622776,0.16746076,0.36797707,0.32507256,0.80663987,0.18554297,0.13954968,0.16918952,0.19561030,0.15465288,0.16573201,0.00741351,0.22904707,0.70688201
3065,0.26362142,0.16583293,0.23878600,0.28832817,0.36153858,0.21965055,0.47522140,0.63310428,0.11201532,0.24182244,0.16130525,0.11817809,0.33483389,0.00456450,0.20199530,0.09782466
3066,0.25815424,0.16358804,0.26224682,0.23325241,0.37352969,0.23378950,0.41134148,0.72551657,0.09338659,0.18017332,0.21557226,0.12347121,0.28633149,0.00995627,0.24783753,0.07972494
3067,0.21664716,0.11222093,0.22015427,0.19314008,0.34107334,0.13038307,0.43929944,0.66959194,0.09405880,0.20527247,0.24468301,0.12501891,0.18100769,0.00387753,0.07735092,0.07676454
3068,0.22478712,0.11693548,0.21897791,0.21778219,0.34545289,0.13082735,0.58626152,0.56494308,0.10304362,0.29359139,0.09293395,0.09977963,0.14197299,0.00533653,0.11481279,0.17480467
3070,0.22849380,0.15271162,0.22643981,0.17754165,0.35728214,0.17057530,0.64983358,0.49825648,0.13484793,0.27309886,0.08487032,0.11046320,0.08198445,0.00685868,0.13575199,0.23006876
3071,0.24028564,0.19337705,0.22785573,0.17564284,0.36426694,0.21565327,0.61779675,0.51437089,0.17110082,0.27137832,0.08619668,0.10924686,0.07990737,0.00747473,0.14424254,0.17392404
3072,0.26617227,0.21624912,0.26025102,0.21357982,0.37460913,0.27067669,0.64665840,0.45366125,0.16182156,0.28521206,0.16117216,0.12744017,0.14194758,0.00893347,0.15740008,0.30773266
3073,0.30886501,0.28928508,0.31874482,0.24148575,0.38594439,0.36109185,0.63635733,0.43062350,0.21747831,0.34649132,0.17002483,0.11570487,0.13648017,0.01043225,0.19925650,0.47283169
3074,0.34818580,0.39803513,0.26711327,0.30151265,0.42608214,0.52608050,0.70981947,0.34233818,0.26998977,0.40163077,0.17348016,0.12609042,0.20139453,0.00779517,0.23916515,0.19223923
3075,0.31548495,0.35799327,0.24947543,0.24993435,0.40453675,0.47260335,0.71194233,0.30643591,0.24338320,0.35445930,0.15895813,0.12716542,0.14540940,0.00722132,0.22595198,0.21164115
3076,0.26252093,0.24877682,0.22364137,0.20370208,0.37396345,0.34002933,0.78116222,0.24172189,0.15752431,0.24710103,0.15449915,0.13294038,0.16030313,0.00935357,0.22575664,0.30346068
3078,0.21565297,0.13854399,0.17616098,0.20843360,0.33947331,0.15387094,0.62734684,0.43685591,0.12321705,0.28937795,0.08553875,0.13981956,0.12748926,0.00491592,0.10614328,0.10900114
3079,0.21831273,0.14091819,0.16395010,0.23669402,0.33168859,0.16043282,0.69213629,0.34263197,0.12140355,0.37395721,0.08474064,0.13155329,0.09943082,0.00298200,0.11897275,0.14975361
3081,0.26968246,0.26074568,0.22047024,0.22562538,0.37188854,0.32482867,0.61262943,0.41663943,0.19666269,0.30914408,0.13520560,0.13345663,0.14210667,0.01467980,0.27199250,0.12573308
3082,0.25095129,0.23475682,0.20377237,0.19739240,0.36788357,0.31320263,0.78484307,0.21598463,0.15631101,0.32700897,0.09539998,0.15750395,0.06777583,0.00759567,0.18581515,0.27830657
3083,0.26155917,0.23292283,0.22988019,0.20384598,0.37958768,0.31625484,0.70994972,0.30038494,0.14959081,0.32701188,0.26267737,0.19176123,0.08068007,0.00756141,0.13523470,0.29531956
3084,0.23003005,0.16435122,0.19333016,0.22584971,0.33658909,0.20737156,0.70018762,0.32289669,0.12133088,0.39355309,0.08722290,0.11590049,0.05814633,0.00402746,0.13495014,0.23902494
3085,0.21867569,0.17392518,0.16851879,0.19224658,0.34001219,0.22405660,0.69380131,0.31446386,0.12379375,0.33870028,0.08212108,0.12772700,0.04579288,0.00549344,0.15115289,0.13006127
3086,0.06361846,0.00782967,0.00691231,0.00209641,0.23763545,0.01565934,0.03791209,0.00000000,0.00000000,0.00419281,0.42509158,0.89697038,0.00000000,0.00349276,0.00000000,0.00849712
3087,0.25500077,0.21773613,0.17407218,0.27172404,0.35647071,0.27402835,0.70434476,0.33240344,0.16144392,0.36742106,0.05257816,0.11510630,0.17602702,0.00527917,0.18278203,0.08457777
3088,0.22752392,0.17287669,0.18401078,0.22426473,0.32894349,0.21902425,0.72083473,0.25943919,0.12672914,0.37759239,0.04213149,0.11647579,0.07093708,0.00567321,0.18048964,0.25190647
3089,0.17742426,0.12199565,0.10794720,0.16129390,0.31846027,0.16396062,0.79685502,0.15351243,0.08003068,0.29548986,0.03140714,0.15951303,0.02709793,0.00442462,0.15839164,0.10989114
3090,0.14468571,0.08291032,0.04851784,0.14714166,0.30017300,0.11252115,0.85009518,0.05763878,0.05329949,0.29428333,0.00930626,0.18043689,0.00000000,0.00179268,0.06936433,0.02211875
3091,0.16943294,0.12980164,0.06542649,0.18861065,0.29389296,0.17647985,0.75495907,0.06837572,0.08312343,0.37722130,0.01039043,0.17575722,0.00000000,0.00200152,0.07572418,0.01484889
3093,0.20479591,0.18176561,0.11916930,0.22357368,0.29467503,0.18311488,0.62398805,0.25060313,0.18041635,0.44714736,0.04240555,0.12099407,0.00000000,0.00653490,0.10957104,0.03642428
3094,0.22269636,0.14861886,0.15037954,0.26524283,0.32654421,0.20516183,0.68586077,0.30818692,0.09207589,0.37672003,0.03580729,0.10696734,0.15376563,0.00425680,0.19643111,0.08391261
3095,0.19417610,0.11278852,0.14679532,0.20554990,0.31157066,0.15222714,0.78140866,0.17080710,0.07334990,0.36912149,0.03518659,0.14183972,0.04197832,0.00400578,0.13580632,0.26014128
3096,0.19325097,0.19199388,0.07979959,0.19716135,0.30404907,0.17440082,0.75210352,0.12051126,0.20958695,0.39432271,0.02991671,0.16918068,0.00000000,0.00594298,0.17838765,0.01834330
3097,0.15829540,0.11261261,0.06774082,0.18685096,0.26597719,0.17117117,0.66047297,0.08409899,0.05405405,0.37370192,0.02159852,0.14816564,0.00000000,0.00220264,0.14393939,0.01349047
3099,0.17830054,0.12097683,0.09617702,0.19150310,0.30454519,0.17430299,0.74704028,0.15886998,0.06765068,0.38300620,0.01578516,0.13796752,0.00000000,0.00586423,0.17480152,0.04567087
3101,0.22358231,0.13744666,0.17684163,0.25687617,0.32316477,0.14613900,0.66356940,0.32898113,0.12875432,0.36730567,0.12018560,0.15396956,0.14644666,0.00176543,0.13773069,0.23048097
3102,0.19631768,0.12530143,0.12851816,0.19484520,0.33660592,0.16107762,0.75655614,0.28814935,0.08952524,0.34177180,0.08344637,0.14064056,0.04791861,0.00271455,0.13675070,0.06213112
3103,0.24462196,0.18889722,0.18156479,0.24292880,0.36509704,0.24952747,0.71701672,0.33108720,0.12826696,0.41678376,0.16824176,0.16275677,0.06907384,0.00193347,0.19379877,0.14371100
3104,0.22510621,0.16150274,0.15823563,0.22841160,0.35227486,0.21112663,0.79884593,0.22880367,0.11187886,0.36853251,0.13458460,0.17032322,0.08829070,0.00186911,0.16071476,0.19114313
3105,0.25678013,0.24648211,0.17736696,0.24407756,0.35919387,0.32852019,0.71233790,0.27648244,0.16444404,0.44916679,0.07031178,0.11943496,0.03898832,0.00263090,0.11662751,0.10183433
3106,0.23546219,0.20993050,0.14868654,0.25740378,0.32582794,0.25467866,0.73570451,0.18205288,0.16518233,0.46378818,0.09344285,0.13087572,0.05101938,0.00235891,0.12761901,0.15565569
3107,0.25176396,0.22890533,0.16398663,0.27145148,0.34271242,0.28425694,0.73063017,0.24350649,0.17355372,0.44905998,0.09293831,0.11245608,0.09384298,0.00125085,0.15165155,0.12693223
3108,0.28163499,0.25281499,0.23046457,0.25771891,0.38554147,0.36561270,0.68168395,0.35923458,0.14001729,0.43401651,0.20106277,0.13563467,0.08142130,0.00193316,0.14855011,0.19507785
3109,0.26432610,0.23582951,0.21700304,0.23101325,0.37345857,0.34017102,0.75894526,0.26094909,0.13148801,0.40970915,0.18191114,0.13376894,0.05231735,0.00123281,0.14647711,0.26565925
3111,0.22218218,0.18900340,0.13709004,0.24613265,0.31650261,0.21812991,0.70483721,0.21329982,0.15987689,0.44076453,0.07973597,0.12974349,0.05150077,0.00128712,0.12926585,0.11564333
3113,0.17437706,0.11055930,0.08847210,0.19617858,0.30229827,0.15726617,0.78682600,0.11353832,0.06385243,0.35476226,0.02189508,0.15156260,0.03759489,0.00388360,0.10728874,0.07920031
3114,0.17012821,0.09814887,0.06113765,0.22045356,0.30077278,0.12800890,0.81465856,0.07910062,0.06828885,0.35772030,0.02686203,0.18132305,0.08318681,0.00166322,0.08294682,0.03577786
3115,0.17140567,0.12131191,0.07183668,0.18176043,0.31071365,0.16517387,0.80433351,0.08356844,0.07744995,0.36352086,0.01207411,0.18977880,0.00000000,0.00307012,0.10943337,0.03553428
3116,0.21802146,0.18519550,0.13515744,0.22631148,0.32542143,0.24731564,0.71816754,0.19388169,0.12307536,0.37747507,0.03509927,0.14232083,0.07514789,0.00697585,0.15613719,0.09245658
3121,0.24731111,0.14382849,0.27742471,0.20750384,0.36048741,0.18486672,0.50535673,0.63586855,0.10279026,0.23431454,0.15400505,0.11585765,0.18069314,0.00326536,0.13333671,0.28569823
3122,0.21966415,0.09980435,0.22739668,0.19953367,0.35192189,0.13657437,0.53064789,0.55048220,0.06303432,0.24580631,0.25163399,0.18998310,0.15326103,0.00229820,0.07997417,0.22023196
3123,0.21872650,0.11708330,0.18254445,0.23783843,0.33743983,0.14262272,0.60406920,0.45134711,0.09154389,0.29066883,0.19266578,0.15172029,0.18500803,0.00207145,0.12671474,0.13413652
3124,0.22359663,0.15582851,0.16868348,0.23946446,0.33041006,0.15672807,0.70209389,0.30913078,0.15492894,0.39258692,0.11608732,0.15368748,0.08634199,0.00191812,0.12419147,0.20695696
