POA_CODE_2016,Equal Weighted Score
2000,0.8173184742402947
2006,0.2941676634713003
2007,1.2184588379184476
2008,1.1142677099590574
2009,1.1672790865371274
2010,0.8505635078675187
2011,1.1223213111860157
2015,0.3982064697647278
2016,0.8750213319606728
2017,0.8998377311293062
2018,0.5233204842943403
2019,0.15541640225220604
2020,0.4340866748777351
2021,0.7723839200389426
2022,0.3403400016045353
2023,0.342801480224723
2024,0.3679008816804515
2025,0.5625274269052094
2026,0.18129953689359132
2027,0.7206694623419022
2028,0.6702538203949006
2029,0.4007528779608055
2030,0.016468127652846075
2031,0.16384713830443776
2032,0.7630095663654969
2033,0.5355871394307824
2034,0.1617157535260469
2035,0.16670649226686715
2036,0.048025903405987606
2037,0.7635091923050633
2038,0.38711151953465917
2039,0.3778673043191925
2040,0.2598713590088311
2041,0.2418282808048688
2042,0.23643104386604147
2043,0.2078392547590398
2044,0.18291170960790124
2045,0.43618109807169014
2046,0.015491253065977595
2047,0.17343236726788797
2048,0.19873592693785386
2049,0.25573685001204977
2050,0.7016072685272404
2052,0.9243807171335728
2060,0.5550580152645987
2061,0.8511062553230568
2062,0.26926244031180757
2063,0.13942254628635978
2064,0.2699324044709866
2065,0.1642914825359488
2066,-0.004579125257296568
2067,0.34955477558576675
2068,0.045236871796587044
2069,0.03469192923186457
2070,0.07512252847015276
2071,0.22824915745564417
2072,0.3077862834278685
2073,-0.12575609964128062
2074,-0.045151876934672305
2075,-0.018264573016175012
2076,-0.08718555029177097
2077,0.0057051137432253315
2079,-0.07640839236048706
2080,0.22186499925293143
2081,-0.08799793221381813
2082,-0.039585530249593194
2083,0.01956620878659423
2084,-0.1343327455084114
2085,0.015891230979834782
2086,-0.1804381119518242
2087,-0.01938811295072722
2088,0.16901014786897908
2089,0.44471012074130234
2090,0.21650464477821574
2092,0.06080683706094083
2093,-0.06779698129237369
2094,0.2435436087696094
2095,0.2101196877924464
2096,-0.08806441748397643
2097,-0.10850520799615271
2099,-0.06114362186225293
2100,0.05103053360161101
2101,-0.01775251281802399
2102,-0.03469522504765179
2103,0.008139632137767838
2104,0.2526360549741897
2105,-0.1588888982221262
2106,-0.07613694739373157
2107,-0.16469469523279284
2108,-0.02818474163795646
2109,0.8100572243641777
2110,0.1519471633064692
2111,0.13920929980419663
2112,0.055345661543510026
2113,0.13995725091796035
2114,0.14364070292225586
2115,0.17707263516762156
2116,0.14044856972448477
2117,0.004733757545922379
2118,0.04329705926471337
2119,-0.012571359356635604
2120,-0.10635841668977944
2121,0.0745575260488637
2122,0.25781322398438167
2123,0.7031172317849343
2125,-0.1535988740843658
2126,-0.0377644858491184
2127,-0.1105548921381078
2128,-0.48933272017268353
2129,0.7031172317849343
2130,0.3606005613976656
2131,0.4316451495703001
2132,0.32017768448960854
2133,0.17009514782010524
2134,0.6403664806897524
2135,0.27500918247928474
2136,0.27488664225949755
2137,0.05104598219220533
2138,0.35735983818292866
2139,-0.4806710391900711
2140,0.3147339249858018
2141,0.18870194104133087
2142,0.25013376849889823
2143,0.23120636520369864
2144,0.3245069936511341
2145,-0.30476954756386626
2146,0.09627383844717438
2147,-0.0467357965148643
2148,-0.09866701327583231
2150,0.4940855078146254
2151,0.10729104248542568
2152,0.14286899345511764
2153,-0.38117246427342677
2154,-0.2154304117660059
2155,-0.5489175805801375
2156,-0.16931028315378951
2157,-0.2200221851074866
2158,-0.06660568396709834
2159,-0.03218452923729546
2160,0.2069476649211892
2161,0.11325017824435782
2162,0.26729657627248693
2163,0.408273073603436
2164,0.27410948394575396
2165,0.3024729566688011
2166,0.1465860410789354
2167,0.193313165699206
2168,0.03427412809032957
2170,-0.5114703757575721
2171,-0.29481204979930786
2172,-0.27150126692995136
2173,-0.1658475014814479
2174,-0.05590111973405776
2175,-0.04002962152750411
2176,-0.05053996564842718
2177,0.27877891953564493
2178,-0.09338020810232062
2179,-0.05024355735628401
2190,0.16121308615073077
2191,0.20198641691746863
2192,0.4585859739412285
2193,0.22577973797775736
2194,0.5049766443119884
2195,0.6480697286403032
2196,0.131767396714024
2197,0.3053486910496164
2198,0.1730894963993903
2199,0.24364950302168423
2200,0.11607283189803282
2203,0.22435351024030767
2204,0.22374155514528432
2205,0.3441675601892691
2206,0.09007237844750667
2207,0.11523143370702815
2208,0.1799697161920364
2209,0.19131738169497972
2210,0.1057071389975082
2211,0.15217350797241908
2212,0.20337683593929484
2213,-0.027897375797505973
2214,-0.08135504888928582
2216,0.24079379575159363
2217,0.20191586126862915
2218,0.289791393459876
2219,0.17200460147785646
2220,0.3070931734201552
2221,0.006108535455057296
2222,0.2152623188005824
2223,-0.008378477105079375
2224,0.06185965012871179
2225,-0.16547592599372019
2226,-0.08976903580115614
2227,-0.0842530852689096
2228,0.14616057373001962
2229,-0.16394726475177251
2230,-0.178183075501618
2231,-0.17880551871741726
2232,-0.144644125187491
2233,-0.25576150623528626
2234,-0.24813224339059775
2250,-0.2694921156322124
2251,-0.10328793286464992
2256,0.30742203945952534
2257,0.10400905200130701
2258,-0.02890791796493103
2259,-0.22072985306073267
2260,-0.16622666383572932
2261,-0.1246041305586282
2262,0.21697420793211322
2263,0.3042247876170228
2264,0.23564053950046326
2265,0.1026453552255576
2267,0.0964707674676067
2278,0.046553852640677774
2280,-0.013617295648209871
2281,0.12372492256065963
2282,-0.0175131773536496
2283,0.122587286522054
2284,0.2968885944517025
2285,-0.08270202528012517
2286,0.10800189562590021
2287,0.025744969886770476
2289,-0.023167359517668684
2290,-0.01263892096867949
2291,-0.05686657649844429
2292,0.19426345546465257
2293,0.593916399904803
2294,0.2790005728178392
2295,0.3825143720699101
2296,0.22306271086765522
2297,0.3795626436487002
2298,0.2619730202800584
2299,0.509113499803635
2300,0.10030307997016479
2302,0.847660689285685
2303,0.30902486947523145
2304,0.3846719870552279
2305,0.11830165494253106
2306,1.1188991053562474
2307,0.4424615674165321
2308,0.2624256350361052
2311,0.12919648403778
2312,0.18742383285501826
2314,-0.8590574873187731
2315,0.12154081234419647
2316,0.04896651078514221
2317,0.28536957585597567
2318,-0.1340141445579352
2319,0.31983885489642827
2320,-0.07926425808857525
2321,-0.08274614464009288
2322,0.02504772723892933
2323,0.029499437956719516
2324,0.14530579339320596
2325,0.1533365732330145
2326,0.2774777705507005
2327,0.38402928805525754
2328,0.0687273427607925
2329,0.10224938340594676
2330,-0.06184927927150161
2331,-0.3329407531066146
2333,0.1213100134860848
2334,0.032247161606736685
2335,-0.15400018077517968
2336,-0.08726872526493379
2337,-0.049825322396525026
2338,0.15410406427831425
2339,-0.10274803388150637
2340,-0.03941258972378277
2341,0.589997965707737
2342,-0.2265129803080192
2343,0.29956495230138064
2344,-0.19370624204780323
2345,-0.08185319374381309
2346,0.3513998328163156
2347,0.21766537916897416
2350,0.22664728435524578
2351,-0.10899046812983718
2352,0.052565706666396796
2353,0.2350377833177951
2354,-0.014399869884106358
2355,0.023025397254629064
2356,0.39776278560267475
2357,0.33024162036029836
2358,0.1696524772730918
2359,0.31132366351099916
2360,0.2944754915815974
2361,0.5110798335538279
2365,-0.014643178640976844
2369,0.5365497594651146
2370,0.30562102218322035
2371,0.19932176052941164
2372,0.10867098941016409
2379,-0.0953431215351242
2380,0.34716148209197967
2381,0.19705056354240194
2382,0.14875166935602363
2386,-0.3481189140282631
2387,-0.4708068710656974
2388,0.09539828897605564
2390,0.050050195857392274
2395,0.2829914920695784
2396,0.6116679036099758
2397,-0.04494403400104674
2398,-0.4905008780362044
2399,-0.14743825084697254
2400,0.369419018810397
2401,-0.10931709238282625
2402,0.28013060527045175
2403,0.013379950076287617
2404,0.24185916759693118
2405,-0.3914589571223303
2406,-0.0515615973900919
2408,-0.576950676226897
2409,0.9655889363513305
2410,-0.15629419153352492
2411,-0.4898652032165085
2415,0.10128791896722547
2420,0.1769073417209245
2421,0.006076107676889586
2422,0.1817011638203806
2423,0.2914522442035586
2424,0.19918806180516513
2425,0.10061472039551171
2426,0.0925313931736451
2427,0.34564349388571264
2428,0.32601528760808607
2429,0.18518734627016017
2430,0.184838154541813
2431,0.4067672930715137
2439,0.05948857246179752
2440,0.3205911291611342
2441,0.0584823802950758
2443,0.3849634535891394
2444,0.03377004544549519
2445,0.040287144535243256
2446,0.1582655028446991
2447,0.26535119263764917
2448,0.5149543542247131
2449,0.6320642576316217
2450,-0.035841649486266905
2452,0.34634366686180323
2453,0.12765186555771585
2454,0.19577636545548455
2455,0.33868661889049634
2456,0.09157917679638108
2460,0.16995520254859825
2462,0.1595038105766425
2463,0.30414387236796536
2464,0.32313153036613523
2465,0.18049035260621996
2466,0.5639202119262164
2469,0.25620121552163744
2470,0.28382623761873604
2471,0.17156771605401155
2472,0.14518229895912232
2473,0.3018866956392262
2474,0.1907579070011361
2475,0.21438402272394672
2476,0.34010885757929915
2477,0.06811860174834342
2478,0.003511044681883049
2479,-0.06976001955897579
2480,-0.03813181382108259
2481,-0.010828500403083707
2482,0.18906678862281906
2483,0.15708817866233932
