POA_CODE_2016,Equal Weighted Score,Disabled Score,Indigenous Score,Senior's Score,Youth Score,Number of people under Median income,Number of Households with more than 3 people,Number of households with 1 or less cars,Number of people aged 14 and old with a disability,Number of people aged 55+,Number Of Immigrants arrived since 2011,Number of 15-24 Year Olds,Number of people who travel to work ONLY by Taxi,Total Indigenous Population,Single Parent Families with Children under 15,Total Population
2018,0.04429027518616864,0.0006708250877222636,0.15998881677466173,0.01428193073721196,0.0022195281450786263,0.0002529823040016668,0.0009343304989242906,0.00018787977671971796,0.0004178427837205968,9.349376012627729e-05,0.001945958134873205,0.000844335565432951,0.014188436977085682,5.1224259809445757e-05,0.0005587871107114354,0.1594967304341309
2019,0.029710932212614966,0.0009025766586820334,0.10216220171018478,0.01271316897347886,0.0030657815081141897,0.00026276139781637926,0.001603319136758071,0.00018416687721811728,0.0006398152608656541,0.00013924923441448772,0.0010117223782621803,0.0010155340963216226,0.012573919739064373,0.0002088373556314426,0.001091852974540604,0.10150643607951884
2020,0.03914205633984083,0.0005602968936105907,0.13885199249150174,0.014582972028650915,0.0025729639456000836,0.00022364450446433706,0.001110558691950633,0.00019862399287016866,0.0003366523891462537,8.018145016795063e-05,0.0029413550472958782,0.001040136756314945,0.014502790578482964,6.806691447973858e-05,0.000480266703252595,0.13836165707968748
2021,0.04816543430344049,0.00026911556771624955,0.1437865041352516,0.04688693831903775,0.0017191791917563707,7.682922725076217e-05,0.0007944423048489501,0.00025945290896289656,0.00019228634046548735,0.00010065174747036613,0.0013806788094146037,0.000588454750693762,0.04678628657156739,2.026940305882866e-05,0.0004939728597299724,0.1434299525959791
2022,0.03419263092610076,0.0005132122812248814,0.11764172230207968,0.016321173642440335,0.0022944154786581237,0.00017495001263783644,0.0010723787811689604,0.0002930327453393,0.0003382622685870449,0.00013553510481986773,0.0028047614787140456,0.0007540539395120267,0.016185638537620468,3.147127107037772e-05,0.0005906523867214441,0.11714226827303217
2023,0.03474518793232603,0.0003574664785745838,0.10074271841744101,0.03508000156236242,0.0028005652709260985,0.0001317415773107903,0.001385824297339637,0.00021939508026102693,0.00022572490126379348,0.00016914559297943175,0.001939583253909842,0.0010636043160146443,0.03491085596938299,2.8088477000218745e-05,0.0008226328289999089,0.10036349328286898
2024,0.033972027499734846,0.0007768869444416573,0.1041345354178438,0.02855118258879991,0.002425505047854006,0.00013392276973433513,0.0012887999877520277,0.0002545315799044381,0.0006429641747073222,0.00015749957312932955,0.0017282134865445626,0.0007482507104632048,0.02839368301567058,3.807484759834245e-05,0.000770436635600489,0.10370800622060669
2025,0.03403674342332805,0.0007981978093163987,0.07002996126830711,0.06187987588806135,0.0034389387276273285,0.00021353062414833593,0.001723034993127698,0.0004422404587624455,0.0005846671851680627,0.0003059924494374478,0.0024684461250230557,0.0010601326515888494,0.0615738834386239,2.9414932918393213e-05,0.0011570255874904817,0.06934477525247794
2026,0.07882786398352136,0.00015100041326598432,0.3045173007262236,0.009829295261917063,0.0008138595326787415,5.0618538013496e-05,0.00040226016932489,0.00010667903309724578,0.00010038187525248832,3.693311498428004e-05,0.0010999525952321476,0.0002543017922431096,0.009792362146932783,9.325820980122589e-06,0.00023576382119799486,0.3043506773341328
2027,0.03833796282725037,0.0007124516981899532,0.07736747980034596,0.07259830570279133,0.0026736141076742345,0.00014830165115924346,0.0012135829774252594,0.0004405156853772626,0.0005641500470307098,0.0003313698806436852,0.002191975521332694,0.0008712137937124693,0.07226693582214765,3.286418384467881e-05,0.0008830571868008949,0.07674579827996478
2028,0.039851455682832077,0.0011502922307567451,0.04470772066381259,0.10824292923668812,0.005304880600070863,0.0003670434031610499,0.0023481366432995376,0.0008216373076833891,0.0007832488275956952,0.000493771825127966,0.004535740446711617,0.0017680632459268872,0.10774915741156015,5.9108529535948426e-05,0.0019206623424520525,0.0434599314234322
2029,0.03261974622354827,0.0006832027514254781,0.09378398823972303,0.03315101016882088,0.002860783734223681,0.00018235408109703766,0.0014516815083411236,0.00028389489847924476,0.0005008486703284405,0.00018948169804394196,0.0018550757272503156,0.0009428532463062751,0.03296152847077694,2.7375579496212892e-05,0.0010563256014248569,0.09329036368065054
2030,0.03601191293871686,0.0004086401230830483,0.13212568054570384,0.009186919522305029,0.0023264115637755068,0.00011926771921387618,0.0012041821168217723,0.00011948974407617986,0.00028937240386917213,0.00013962840829104617,0.000932409268163177,0.0008834719836636783,0.009047291114013983,1.7555823040729276e-05,0.0006261101116964697,0.13186936725937307
2031,0.08321719596923373,0.0001885578450711886,0.3254626755002772,0.00634007937253479,0.0008774711590517457,5.3763882367604336e-05,0.00041204269675398843,9.708703794400897e-05,0.00013479396270358424,4.239043443169198e-05,0.0008867678245059793,0.00031457754198614403,0.006297688938103098,1.3441562971322316e-05,0.00025440010688597295,0.32529838301699426
2032,0.04136136702570987,0.00057950393937065,0.15679218749186838,0.005006764506219702,0.0030670121653807335,0.00022270050257789406,0.0009999689233399559,0.00019683560502617008,0.000356803436792756,8.317872389724846e-05,0.004343166646650852,0.0016475071344367136,0.004923585782322454,5.180298344739546e-05,0.0004183438900012543,0.15632084840081692
2033,0.03261654126370293,0.0006029631032180906,0.10890375470715992,0.017454566865667605,0.0035048803787661354,0.0002260177617621256,0.001242529805868168,0.0002768682711526699,0.000376945341455965,0.00011695417902343261,0.004267309619323242,0.0017594645399831724,0.01733761268664417,3.6775814827090105e-05,0.00060264429124699,0.10836409285941803
2034,0.0511007885807295,0.00028428655871893074,0.1943041347955922,0.00843166838564425,0.0013830645829626263,8.87622319360664e-05,0.0006881287601590458,0.0001561894510903574,0.00019552432678286434,7.224111790804604e-05,0.0013259212236157345,0.00044998413977715687,0.008359427267736204,3.99591894614708e-05,0.0004804822670228998,0.1940192239231043
2035,0.08205612060087485,0.0003097560045828096,0.3232930316835299,0.0036010636217984676,0.0010206310935881972,9.731166070342555e-05,0.00046915764105385404,7.866897453279429e-05,0.0002124443438793841,5.4301265276061386e-05,0.000764179426797836,0.0003754928172981235,0.0035467623565224064,2.9606555966411557e-05,0.00028860909371701933,0.3230874444923273
2036,0.07251569856566174,0.00034527844661060524,0.28514037305097895,0.003486798732766402,0.0010903440322910637,0.00011739172969899177,0.0005139587493544094,6.934240458901572e-05,0.00022788671691161347,6.43443575194809e-05,0.0004652544459220287,0.00038965114864864686,0.003422454375246921,0.00011730457781777843,0.0004041329567285036,0.2848363343388732
2037,0.04566030909675736,0.0005076523493678495,0.15146243812482868,0.028531931767728287,0.0021392141451046526,0.0001598182871928767,0.0007282562244246836,0.0002575825874170905,0.00034783406217497273,9.786443699563804e-05,0.0020337646227746586,0.0009935570460700017,0.02843406733073265,0.00010164102380363297,0.0005097423835201372,0.1509433962264151
2038,0.03356698427769606,0.0006245801651508936,0.08908803864763327,0.04150202152355691,0.0030532967744431407,0.00015235228614886125,0.0015104722001052836,0.0003367190093753621,0.0004722278790020324,0.0001619610969042069,0.0013651550694389683,0.0010537532788136338,0.041340060426652704,8.647929679811131e-05,0.0008105894201304451,0.08851248805531094
2039,0.033929589572173464,0.0004521451863318328,0.0823101948965915,0.05006433029410857,0.0028916879116619477,0.00013781965572681536,0.0015726088252499418,0.00038773823814320155,0.00031432553060501745,0.00017109190670891837,0.0018964657431821122,0.0007935211925419892,0.04989323838739965,7.35954258351595e-05,0.000824307315405477,0.08171104157688633
2040,0.055809320647128326,0.0004143486181016689,0.208631779530212,0.012861109258247818,0.0013300451819518297,0.0001006388814157747,0.0007182491974426588,0.00013550600157415275,0.0003137097366858942,6.780084704782714e-05,0.0005111147442307595,0.0003756511015192433,0.01279330841119999,5.2152231678054675e-05,0.00046964541770962924,0.208343482415544
2041,0.04216870215419437,0.0003153522090967219,0.14731078103350168,0.01940325771405348,0.001645417660125581,9.232555785881902e-05,0.0008740564518808151,0.00021766361055960496,0.00022302665123790288,0.00012044495523343994,0.0009109507666423119,0.000461372039826342,0.01928281275882004,3.895865978449248e-05,0.0005153286198435566,0.14696183320529876
2042,0.04854410898756051,0.0002624309961320291,0.1795391138054715,0.01273883732984745,0.0016360538187910603,8.724618868769307e-05,0.0006434060200682891,0.00022183272787885865,0.00017518480744433605,5.4815861971544e-05,0.0013207582941108208,0.0006835688821562194,0.012684021467875907,5.0330555090701134e-05,0.000329724265727612,0.17917970433381425
2043,0.026909092009910998,0.0004368629188438811,0.07589594436839706,0.028035213124255127,0.0032683476281479265,0.00015981270076081128,0.0014868500159672517,0.0005657307301786222,0.0002770502180830698,0.0001076165642842539,0.002926374822803607,0.0010559541812412412,0.027927596559970874,0.00012028008530945269,0.0009341410614061768,0.07505012085214817
2044,0.022962715710204227,0.0011481809394575443,0.07440820139866096,0.012175455550716845,0.004119024951981564,0.00034334274059074645,0.002002420971502867,0.00039694806308358414,0.0008048381988667979,0.0001780253560759006,0.0020395621116224855,0.0013763131768043664,0.011997430194640946,0.00019167818412678893,0.0012322290582731132,0.07347623241085983
2045,0.027393499452979933,0.002100168681225343,0.06135541325300632,0.04084062770090848,0.005277788176779587,0.0005069891214743344,0.002772026851226577,0.00030139073105441304,0.0015931795597510085,0.00034753518772779175,0.0010265658995049904,0.001697381473024263,0.04049309251318069,8.348578098383957e-05,0.001356386268823863,0.060463547619493734
2046,0.06443857754215979,0.0004054962193557663,0.2514742637682402,0.0047683664593413,0.001106183721701843,0.00011368210984987614,0.0005879914826683805,9.102798563111292e-05,0.00029181410950589014,7.659390538053495e-05,0.00031312387824555636,0.0003134821435524736,0.004691772553960765,1.8874464949779587e-05,0.00037469016923992227,0.25125067920780947
2047,0.03328670431274511,0.0006794957599224562,0.11234499391493558,0.017899992750407746,0.0022223348257146476,0.00016289518595554353,0.0011604951156309966,0.0002372169317320723,0.0005166005739669127,0.00017013777377279638,0.0009675568989176194,0.000661727592396035,0.01772985497663495,2.0803177772960283e-05,0.0006952884304562725,0.111924078619475
2048,0.02664140523873227,0.0008270354436125933,0.07506792071379915,0.026962313315720465,0.003708351481796858,0.00021115122984478163,0.0017374729770084892,0.00042568934658431657,0.0006158842137678117,0.0001716992895316777,0.0015670369660484927,0.0013340379283592707,0.026790614026188788,9.29564372332784e-05,0.0010396684364738296,0.07433812370013677
2049,0.031997491571883876,0.0006876559640488836,0.10629459011865477,0.018364628003223707,0.0026430922016081443,0.00018156431012737026,0.001188131362763318,0.00031832431565498076,0.0005060916539215134,0.0001304286208095552,0.0013022452262259222,0.0009550722130624754,0.018234199382414152,0.0001287031042344058,0.0007854898723856365,0.10566599838863802
2050,0.03247426366406696,0.0004481552467020502,0.08478818830456909,0.04080983726749653,0.0038508738375001433,0.0001693968059163864,0.0010132263325948478,0.0006051664780605982,0.0002787584407856638,9.797221912306147e-05,0.005416883924159868,0.002063084220928311,0.04071186504837347,7.290815188063399e-05,0.0004978469687551469,0.08394071686871148
2052,0.01454151902538147,0.0004745023257269052,0.033251300114730084,2.38900715422321e-05,0.024416383589526663,0.0003436757434718246,0.0006570907296568221,0.00046528758384632994,0.00013082658225508056,2.38900715422321e-05,0.037842409630624144,0.022950329532551685,0.0,0.00038372817974109745,0.00017644524267619992,0.03205860860767083
2060,0.040707942069277026,0.0003432262469760161,0.13146210304668476,0.02924320238124327,0.0017832366022040413,9.945702476068922e-05,0.0007283155042371303,0.00032498019055576073,0.00024376922221532689,0.00012957119688575188,0.002412174617126019,0.0006304838826504611,0.029113631184357516,2.0821477693086018e-05,0.00046514152945233513,0.13101684435367522
2061,0.038580223094427935,0.0009729920212841297,0.05678195832936518,0.09301427534643082,0.0035516666806316138,0.0002432763327934117,0.0013548841189202402,0.0008400039809541183,0.000729715688490718,0.0003973777825367931,0.005862216631188532,0.0011135022479638438,0.09261689756389403,5.047955577990914e-05,0.0009568264770463435,0.05564819845983774
2062,0.026873588036488986,0.0006308077773228979,0.06640104181267388,0.03678306132737289,0.003679441228586268,0.00023390326294236524,0.0019868868781505998,0.0005084617229756772,0.0003969045143805327,0.00023912104224815516,0.0022219004721059526,0.0009501893645176259,0.03654394028512473,5.188662233771036e-05,0.0015454953600014304,0.06560679020441813
2063,0.02378380723809251,0.0011653355972474078,0.05990389444369731,0.029142338895300796,0.0049236600161245364,0.00020951006830485195,0.0027834010275695656,0.00024239192350110895,0.0009558255289425559,0.00032978712624705177,0.0018497143394151665,0.00168835699674901,0.028812551769053743,1.8967026098315698e-05,0.0009587064165579379,0.05943302542579303
2064,0.02585421054319339,0.0006823668247095121,0.08987375912216937,0.009449170826579081,0.0034115453993155986,0.0002984371318620906,0.0017716211760352573,0.0003695902386997012,0.00038392969284742145,0.0001423797493375172,0.003536292181474081,0.0009718968527185494,0.009306791077241564,1.8720078601639124e-05,0.0010721058348783176,0.08918701167300594
2065,0.07320883278014285,0.00015117789883720243,0.2823258530680761,0.009468276610892081,0.0008900235427659919,5.178026043248441e-05,0.00044395847887528187,0.00012872302861729006,9.9397638404718e-05,5.0076962391942166e-05,0.0008858838146926464,0.00026556177484093565,0.00941819964850014,7.109910933170536e-06,0.0002196287983875204,0.28213823986809317
2066,0.07560031647122328,0.0002153338623730024,0.29641084203963775,0.004798198006013741,0.0009768919768686562,6.109734051207886e-05,0.0005067127693215695,8.401750892622872e-05,0.0001542365218609235,5.265526068189619e-05,0.0006429270650929017,0.0003250643581087791,0.004745542745331844,9.33326840669592e-06,0.00025985034349892597,0.29625639392179276
2067,0.06304016422054354,0.00035048817914401373,0.24760942091554133,0.0027827344574021086,0.0014180133300867191,0.00015580759303063588,0.000642420110662356,0.0001234172578338014,0.00019468058611337786,5.9180315827287756e-05,0.001999853912704725,0.0004963683685599258,0.002723554141574821,4.86957650916292e-06,0.0003738211566867401,0.24732532648816774
2068,0.042107090793837385,0.00042040403402091573,0.15774172447219917,0.008316904998267502,0.0019493296708619477,0.0001301505559297636,0.001100005249566156,0.0001188376288194412,0.00029025347809115214,0.00010714493080320521,0.0007121583990818454,0.000600336236546587,0.008209760067464296,1.020832282497633e-05,0.0005243904974761806,0.15748252796462497
2069,0.03651758289941924,0.0004400345797724743,0.13375986910887616,0.009482684470243875,0.002387743438784451,0.00014032133585911737,0.001289708989140688,0.00011297919018177356,0.0002997132439133569,0.0001356882699979444,0.0010836155146161904,0.0008447339236028717,0.00934699620024593,7.102580699275025e-06,0.0004819438854157307,0.133499466002136
2070,0.03454021157738257,0.0005262127167963543,0.12679918588164696,0.008245046697594571,0.0025904010134923834,0.00016546700528576375,0.0013598581425164197,0.0001324964486180582,0.00036074571151059056,0.00014745165620834978,0.0012592834770371126,0.0009325794170721417,0.008097595041386222,9.307342771892925e-06,0.0004914506794492104,0.12649191508497123
2071,0.03513604785733066,0.0006280230451027248,0.1272059742974047,0.009922945111660322,0.0027872489751548817,0.00021172525938061585,0.001378354917559391,0.0001220471419988512,0.00041629778572210895,0.00014814662165024345,0.0017337713977330555,0.001075121656216024,0.009774798490010079,5.551467890120469e-06,0.000657666180604292,0.12686665042813514
2072,0.02284075326837634,0.0012159319295898285,0.07252975605530274,0.012817901830056953,0.004799423258555849,0.0004202451305158875,0.0023275114920879927,0.00027630691982097214,0.000795686799073941,0.00025689397674734355,0.0036568763891605053,0.0017753597161309967,0.01256100785330961,2.4543871185363983e-05,0.0012549279554660395,0.07180866013378051
2073,0.03988685086900688,0.0003390453751038831,0.1533679436667795,0.003662269839660564,0.0021781445944835773,0.00012224186736975838,0.0011788285504494532,7.406331009550845e-05,0.00021680350773412474,0.00011167475368188914,0.0009225466978468144,0.0008030108665688574,0.003550595085978675,7.93535465309019e-06,0.00038935356425764695,0.15316370313466116
2074,0.053257414022137774,0.0004185200716982706,0.2086808965796422,0.0024488031021347475,0.0014814363350758807,0.0001040230418870597,0.0007751097457425158,7.595948460520684e-05,0.0003144970298112109,0.00010673424638275759,0.0005322312740319649,0.0005263440628410984,0.0023420688557519898,7.537500340342538e-06,0.00030893599879794516,0.20849337655280958
2075,0.04966401188088533,0.00034429343397670995,0.191764576860053,0.004897587091065181,0.0016495901384464514,0.00012612688720678897,0.0009086951527866641,6.826373060057007e-05,0.00021816654676992098,0.00010567407235998806,0.0009256419757714163,0.0005465043678524282,0.004791913018705193,5.4788168648092165e-06,0.00036924269562778236,0.19156470742538081
2076,0.058833831226918834,0.00036723354134388293,0.23105147485382127,0.0025160706241547865,0.001400545888355395,9.083217323777584e-05,0.0006957961332869845,6.216149886650745e-05,0.0002764013681061071,8.533213171995271e-05,0.0004883186474440509,0.0005517560829641274,0.002430738492434834,1.4667874864951839e-05,0.0002814300402072076,0.23088381330685204
2077,0.08914030538775218,0.000241371257642251,0.3541973613802546,0.0012247628037003401,0.000897726109411538,9.82433127091562e-05,0.0004632940329924745,7.695362028367312e-05,0.0001431279449330948,4.308683804951232e-05,0.0008281600187035793,0.0002592351434262342,0.0011816759656508278,9.685760334401064e-06,0.0002645255021146462,0.35401247868692737
2079,0.019927033423640616,0.0009579126566495236,0.06712369999070585,0.0065442327099746525,0.00508228833723245,0.00040025645030957276,0.002787194602407289,0.0001833680659478479,0.0005576562063399509,0.0002561124565610458,0.0007528954996786422,0.0017114692185677407,0.006288120253413606,9.949913149063189e-05,0.0012466643639665325,0.06644057634295779
2080,0.04735940372825887,0.004014459011814908,0.01932605289660552,0.14601324112164937,0.02008386188296567,0.001539761137857383,0.010682636594852355,0.000851607408984458,0.002474697873957525,0.001146579491370607,0.003539861211539084,0.007009856741271476,0.14486666163027875,0.0009615903474028426,0.004970914859862506,0.015973094002360834
2081,0.018424843395360935,0.0010848064822555812,0.051037052844019014,0.014965643590949186,0.0066118706642199635,0.0004088850371471015,0.003570050001757489,0.0002337147071412408,0.0006759214451084798,0.00032242216553984935,0.001073434790705852,0.002399220918174132,0.014643221425409338,0.00012370681429475975,0.0011963416197229855,0.05027074628543591
2082,0.01932845322058307,0.001209605568967246,0.05142871352480798,0.018457671831719088,0.006217821956837958,0.0005090786027667906,0.003526130766514592,0.0002583178875037966,0.0007005269662004555,0.00034312997051534904,0.0009206794981366321,0.001924294700052779,0.018114541861203738,0.0001282560088867635,0.0016101814987736658,0.05053306102565063
2083,0.011052069273202013,0.005542228807430709,0.01822328189686737,0.0018056247948153644,0.018637141593694607,0.002013197823175572,0.008580843180748341,0.0015285712548701493,0.0035290309842551373,0.0018056247948153644,0.003357397577661221,0.006514529334900546,0.0,0.00047904331291019863,0.007483630101968441,0.01420246950591145
2084,0.01183315320361742,0.002697182606929556,0.03503343420475684,0.0006115120242198061,0.008990483978563484,0.0007235476684628421,0.004831368964882552,0.00020310109991939426,0.0019736349384667138,0.0006115120242198061,0.0012169527762741648,0.003232466245298695,0.0,0.00017450011288431668,0.00199506210450821,0.03393228532349028
2085,0.029870528456345462,0.0009933682208516557,0.10924221382076443,0.006458911955022686,0.002787619828743082,0.00024192622310288236,0.0014898154390149594,0.0001076872743391451,0.0007514419977487733,0.00021277366904599282,0.0006410304623905994,0.0009481908922860951,0.006246138285976694,2.2614750633117838e-05,0.0005154084696761815,0.10886998557268929
2086,0.03315800475754798,0.0004552429466777076,0.1259339452313621,0.0036513490519038657,0.0025914818002482696,0.0001841961790699487,0.001451037789859902,8.063956334625148e-05,0.00027104676760775887,0.0001337000995591021,0.0006260376689032038,0.0008756082679721674,0.0035176489523447638,2.9717309672499568e-05,0.0005517880709560414,0.1256393921792734
2087,0.0323636187541386,0.0006475546127385779,0.12021437237197947,0.005954696540912479,0.002637851490923869,0.00020839031792347883,0.0014499139269330687,0.00011212185667199245,0.00043916429481509906,0.0001579965509704678,0.0008703245384240565,0.0008674253893953289,0.005796699989942011,2.539230283453947e-05,0.000627239141976296,0.11986846789454947
2088,0.06915789626362391,0.00020881329596501237,0.26689613169531995,0.00853209696521771,0.0009945430979929682,5.202653081714709e-05,0.0005069540156020388,0.00010120792497193715,0.00015678676514786527,7.634258175430302e-05,0.0007419209542799812,0.0003343546266018452,0.008455754383463408,6.279975473559311e-06,0.00029843839000459084,0.2667366172640573
2089,0.03682701982510592,0.000382818284246684,0.11211104341040709,0.03281879949412326,0.001995418111646637,0.00011934961641999462,0.0009248257272365503,0.00034947625860689153,0.0002634686678266894,0.00013925765073786837,0.0021052275979056736,0.0006017665093832008,0.03267954184338539,1.7927190436328802e-05,0.0007621342943273182,0.11162429034494388
2090,0.0369991257071801,0.0003153856843972375,0.1289396100433362,0.01694471226359695,0.0017967948373900048,0.0001093745827956564,0.0009121275170412675,0.0002776317337617457,0.0002060111016015811,0.00014215084639124733,0.0016381971644559754,0.0004976610037913351,0.016802561417205705,9.012637985270358e-06,0.0005381212480020127,0.12854359108879354
2092,0.024454812266675344,0.0006781053398132451,0.0673232634939524,0.025079664094844398,0.004738216138091331,0.00024167759110098826,0.0027171324234069962,0.00018216114728859413,0.00043642774871225677,0.00023633838505977085,0.0019729263667851494,0.001597244976294752,0.024843325709784626,4.663953512475212e-05,0.001041904182817765,0.06685278522043807
2093,0.05509308965565138,0.0002520842624400318,0.21444612869947627,0.0043064600867996974,0.0013676855738895255,8.353955208768496e-05,0.0007767967626008505,9.532812351119502e-05,0.00016854471035234684,7.24614810499702e-05,0.0006636159172881641,0.00041202113568979517,0.004233998605749727,1.232856992300245e-05,0.00042564007147748585,0.21425493245395438
2094,0.02535706725697962,0.0007532642886702136,0.05550244928260399,0.040536398647269066,0.0046361568093751925,0.0002764602758500919,0.0026278589661449595,0.0004979257656439826,0.00047680401282012164,0.00031459677400428536,0.003734761744951817,0.0012339118017361589,0.04022180187326478,4.480828991919085e-05,0.001354882214936521,0.054683254951190724
2095,0.03974795031222485,0.00035193037513843803,0.14895950713555317,0.008069568388261842,0.0016107953499459211,9.300612162891448e-05,0.0007770641330900648,0.00023256828090164876,0.00025892425350952354,0.00010758004738655538,0.0025803954045916875,0.000508156814325293,0.007961988340875286,2.3264017802721228e-05,0.00043548543040907133,0.14861066871521988
2096,0.03692844034659648,0.0002967947437172888,0.13757822946500126,0.007950515681177599,0.0018882214964897701,0.00010261487374287352,0.0010285077000435142,0.0001620855628207155,0.00019417986997441523,9.382928995191152e-05,0.0012754706887656787,0.000595013359882667,0.007856686391225687,2.923606034639453e-05,0.0006194201280664044,0.13728429296809128
2097,0.038292359574789804,0.000450307761780215,0.14571817275787768,0.004932115101192288,0.002068842678309045,0.00013995663451311197,0.0011053632095179716,9.301685603408184e-05,0.00031035112726710305,0.0001202845648860467,0.0005985817180219394,0.0007305059782438799,0.004811830536306241,3.167581826640489e-05,0.0006061248209726222,0.1454535234490641
2099,0.09464406036820944,0.00020213074439009128,0.37415859021847636,0.003418263610283007,0.0007972568996883122,7.533789198266614e-05,0.0004039001078193064,6.240513815130906e-05,0.00012679285240742514,4.357526607065368e-05,0.0004942841869313109,0.00025561376173503076,0.0033746883442123533,1.6237943621513783e-05,0.00025949160662916984,0.3740046092447209
2100,0.05201396301283537,0.0004107099294381531,0.196090274552126,0.009978216552102981,0.001576651017674341,0.00011681418192968961,0.0008559420116395709,7.63939864593443e-05,0.0002938957475084635,8.77387221730673e-05,0.0005092897577364233,0.0005275008376457363,0.009890477829929915,2.290251197137879e-05,0.00034529166981582196,0.19587416387176557
2101,0.04706980440791909,0.0005490482020617634,0.1819389074938255,0.004321313801913835,0.0014699481338752726,0.0001279101227988228,0.0007878024203554669,0.0001018502211138876,0.00042113807926294055,0.00011502020271632732,0.00043236991360167954,0.00045238536960709555,0.004206293599197507,3.745278405865114e-05,0.00048752683981984177,0.18167169436585412
2102,0.020528611085383928,0.0011860070653334069,0.07082007127891027,0.00586791148572384,0.004240454511568191,0.00030268925821893617,0.0023602555253976576,0.0001796980402020313,0.0008833178071144707,0.00024220119099261912,0.0010539056375889584,0.0013978116877495662,0.00562571029473122,9.354390441802312e-05,0.0014707739332630641,0.07024414007607127
2103,0.027481532052518458,0.0009383258788158185,0.10037345048205439,0.005795062578146356,0.0028192892710572686,0.00022970228759545272,0.0014761488094312428,0.00015826590704888643,0.0007086235912203658,0.00023518477793585822,0.0006498508261823004,0.000955172266981687,0.005559877800210497,5.293464917954746e-05,0.0007388944353220921,0.09993254763823049
2104,0.017943849031234367,0.003840265250395742,0.035326983061246146,0.025182265453040198,0.007425882360255382,0.0007603749635316348,0.0036141995722063455,0.0006293179690137272,0.003079890286864107,0.0010173719253922162,0.0013777786603164613,0.0024219898555036742,0.02416489352764798,5.18467231059853e-05,0.0010529365371524176,0.0338854434055948
